"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","genus"
"Photis pollex","Photis pollex",4,"National Center for Biotechnology Information","68b573fa-cb56-5b10-b316-6d94e77e9048","Photis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Malacostraca|Eumalacostraca|Peracarida|Amphipoda|Senticaudata|Corophiida|Caprellidira|Photoidea|Photidae|Photis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|superorder|order|suborder|infraorder|parvorder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|6681|72041|6820|6821|1732196|1732200|116674|1732212|1732295|1732160","1732160",0,"2024-01-09T23:09:25Z","6","Could only match genus","1|0|0",0.75,"Photis"
"Photonectes caerulescens","Photonectes caerulescens",4,"National Center for Biotechnology Information","84633648-c71d-5c8c-827b-92d9a1e57355","Photonectes","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Stomiati|Stomiiformes|Stomiidae|Melanostomiinae|Photonectes","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|order|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|1489798|48438|123351|319447|882857","882857",0,"2024-01-09T22:37:05Z","6","Could only match genus","1|0|0",0.75,"Photonectes"
"Photuris fairchildi","Photuris fairchildi",4,"National Center for Biotechnology Information","83228fa2-9dbd-54a6-a735-343a4e9cad17","Photuris","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Lampyridae|Photurinae|Photuris","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41087|71193|7049|433518|41715","41715",0,"2024-01-09T22:06:15Z","6","Could only match genus","1|0|0",0.75,"Photuris"
"Phoxinus eos","Phoxinus eos",4,"National Center for Biotechnology Information","6dc7a927-d091-59ce-8032-07e9bc720d94","Phoxinus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Otomorpha|Ostariophysi|Otophysi|Cypriniphysae|Cypriniformes|Cyprinoidei|Leuciscidae|Phoxininae|Phoxinus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|subcohort|clade|superorder|order|suborder|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|186634|32519|186626|186627|7952|30727|2743726|2743729|42662","42662",0,"2024-01-09T22:06:22Z","6","Could only match genus","1|0|0",0.75,"Phoxinus"
"Phragmidium americanum","Phragmidium americanum",4,"National Center for Biotechnology Information","47965767-9d84-587d-8fa8-6ea29e57dd43","Phragmidium","|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Phragmidium","|superkingdom|clade|kingdom|subkingdom|phylum|subphylum|class|order|family|genus","131567|2759|33154|4751|451864|5204|29000|162484|5258|45214|190610","190610",0,"2024-01-09T22:12:41Z","6","Could only match genus","1|0|0",0.75,"Phragmidium"
"Phronia insula","Phronia insula",4,"National Center for Biotechnology Information","39e6f41c-2bc6-594b-8eb0-177c7a95adb7","Phronia","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Bibionomorpha|Sciaroidea|Mycetophilidae|Mycetophilinae|Mycetophilini|Phronia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43784|41830|29035|43799|397114|397119","397119",0,"2024-01-09T22:21:14Z","6","Could only match genus","1|0|0",0.75,"Phronia"
"Phrurotimpus minutus","Phrurotimpus minutus",4,"National Center for Biotechnology Information","6c25d5f2-9294-5439-9bb4-f686c4ed2531","Phrurotimpus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Chelicerata|Arachnida|Araneae|Araneomorphae|Entelegynae||Dionycha|Corinnidae|Phrurotimpus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|subphylum|class|order|suborder|clade|clade|clade|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|6843|6854|6893|6905|74971|94020|94015|243491|1107824","1107824",0,"2024-01-09T22:44:52Z","6","Could only match genus","1|0|0",0.75,"Phrurotimpus"
"Phygadeuon americanus","Phygadeuon americanus",4,"National Center for Biotechnology Information","01b08aec-e643-52a9-bd9a-cab156152502","Phygadeuon","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Ichneumonoidea|Ichneumonidae|Phygadeuontinae|Phygadeuontini|Phygadeuontina|Phygadeuon","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|subfamily|tribe|subtribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7401|7408|172379|2915333|172402|151710","151710",0,"2024-01-09T22:10:57Z","6","Could only match genus","1|0|0",0.75,"Phygadeuon"
"Phyllobaenus dislocatus","Phyllobaenus dislocatus",4,"National Center for Biotechnology Information","f334c83f-b4cf-599d-872e-b83affc28e78","Phyllobaenus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Cleroidea|Cleridae|Hydnocerinae|Phyllobaenus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71525|186087|2571815|1410194","1410194",0,"2024-01-09T22:56:47Z","6","Could only match genus","1|0|0",0.75,"Phyllobaenus"
"Phyllobrotica limbata","Phyllobrotica limbata",4,"National Center for Biotechnology Information","a1b40aa9-128d-5d65-8910-755e687329de","Phyllobrotica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Galerucinae|Luperini|Luperina|Phyllobroticites|Phyllobrotica","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|subtribe||genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71528|27439|63710|63711|226727|226731|131702","131702",0,"2024-01-09T22:10:11Z","6","Could only match genus","1|0|0",0.75,"Phyllobrotica"
"Phyllocnistis vitifoliella","Phyllocnistis vitifoliella",4,"National Center for Biotechnology Information","2ae3929a-5967-54c0-b92b-f523b4779207","Phyllocnistis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Tineoidea|Gracillariidae|Phyllocnistinae|Phyllocnistis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|41011|98966|134905|199019","199019",0,"2024-01-09T22:13:05Z","6","Could only match genus","1|0|0",0.75,"Phyllocnistis"
"Phyllonorycter argentifimbriella","Phyllonorycter argentifimbriella",4,"National Center for Biotechnology Information","902114ea-c2df-589e-b7a3-9f53733db7de","Phyllonorycter","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Tineoidea|Gracillariidae|Lithocolletinae|Phyllonorycter","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|41011|98966|134904|173584","173584",0,"2024-01-09T22:11:58Z","6","Could only match genus","1|0|0",0.75,"Phyllonorycter"
"Phylloplecta rubicola","Phylloplecta rubicola",4,"National Center for Biotechnology Information","b777fc28-2844-5905-bc8d-3939e3b21613","Phylloplecta","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Sternorrhyncha|Psylloidea|Triozidae|Phylloplecta","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33373|33375|38124|2218141","2218141",0,"2024-01-09T23:28:17Z","6","Could only match genus","1|0|0",0.75,"Phylloplecta"
"Phyllotreta robusta","Phyllotreta robusta",4,"National Center for Biotechnology Information","b4b091c8-837c-5196-8cf6-126edfd8d7fb","Phyllotreta","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Galerucinae|Alticini|Phyllotreta","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71528|27439|63710|131578|224132","224132",0,"2024-01-09T22:14:10Z","6","Could only match genus","1|0|0",0.75,"Phyllotreta"
"Phylloxera caryae","Phylloxera caryae",4,"National Center for Biotechnology Information","066d37b0-7afb-5c1a-873f-69819eca41ca","Phylloxera","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Sternorrhyncha|Aphidomorpha|Phylloxeroidea|Phylloxeridae|Phylloxera","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33373|33380|33382|33384|38120","38120",0,"2024-01-09T22:06:09Z","6","Could only match genus","1|0|0",0.75,"Phylloxera"
"Phylo ornatus","Phylo ornatus",4,"National Center for Biotechnology Information","85e7ff2c-86f8-55f3-807a-24d54ee8ecb1","Phylo","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Annelida|Polychaeta|Sedentaria|Scolecida|Orbiniidae|Phylo","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|infraclass|family|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6340|6341|105389|105387|46603|104744","104744",0,"2024-01-09T22:08:57Z","6","Could only match genus","1|0|0",0.75,"Phylo"
"Phymatolithon tenue","Phymatolithon tenue",4,"National Center for Biotechnology Information","671845ad-bf02-5e7c-b1da-db9466cbc31c","Phymatolithon","|Eukaryota|Rhodophyta|Florideophyceae|Corallinophycidae|Hapalidiales|Hapalidiaceae|Melobesioideae|Phymatolithon","|superkingdom|phylum|class|subclass|order|family|subfamily|genus","131567|2759|2763|2806|1443949|1705611|227970|48603|48601","48601",0,"2024-01-09T22:06:36Z","6","Could only match genus","1|0|0",0.75,"Phymatolithon"
"Physalis alkekengi","Physalis alkekengi",4,"National Center for Biotechnology Information","e0834822-ec9d-5158-b324-8e8c4fa2c1ac","Physalis","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Solanales|Solanaceae|Solanoideae|Physaleae|Physalis","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|clade|class|clade|clade|clade|clade|clade|clade|order|family|subfamily|tribe|genus","131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|4069|4070|424551|424573|24663","24663",0,"2024-01-09T22:05:43Z","6","Could only match genus","1|0|0",0.75,"Physalis"
"Physcia lithotodes","Physcia lithotodes",4,"National Center for Biotechnology Information","8c823105-05f0-5d34-b73c-8c1a040dcd1b","Physcia","|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina||Lecanoromycetes||Lecanoromycetidae|Caliciales|Physciaceae|Physcia","|superkingdom|clade|kingdom|subkingdom|phylum|clade|subphylum|clade|class|clade|subclass|order|family|genus","131567|2759|33154|4751|451864|4890|716545|147538|716546|147547|1520881|388435|1302181|50934|50935","50935",0,"2024-01-09T22:06:40Z","6","Could only match genus","1|0|0",0.75,"Physcia"
"Physella heterostropha","Physella heterostropha",4,"National Center for Biotechnology Information","5ad3dac5-be42-5ca1-99ab-dc96be98fa9d","Physella","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Gastropoda|Heterobranchia|Euthyneura|Panpulmonata|Hygrophila|Lymnaeoidea|Physidae|Physella","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|clade|clade|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6448|216305|216307|977775|977779|216441|109669|175859","175859",0,"2024-01-09T22:12:01Z","6","Could only match genus","1|0|0",0.75,"Physella"
"Physematium scopulinum","Physematium scopulinum",4,"National Center for Biotechnology Information","7ddafb3b-6202-5eb6-9608-dea53c8c84ec","Physematium","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Polypodiopsida|Polypodiidae|Polypodiales|Aspleniineae|Woodsiaceae|Physematium","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|class|subclass|order|suborder|family|genus","131567|2759|33090|35493|131221|3193|58023|78536|241806|1521262|3268|1203511|246271|2706153","2706153",0,"2024-01-09T23:47:49Z","6","Could only match genus","1|0|0",0.75,"Physematium"
"Phytia myosotis","Phytia myosotis",4,"National Center for Biotechnology Information","df8d3272-9fdf-5ca0-833a-334b76d0f1e2","Phytia","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Gastropoda|Heterobranchia|Euthyneura|Panpulmonata|Eupulmonata|Ellobiida|Ellobioidea|Ellobiidae|Phytia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|clade|superorder|order|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6448|216305|216307|977775|120490|2340871|145629|69683|155531","155531",0,"2024-01-09T22:11:08Z","6","Could only match genus","1|0|0",0.75,"Phytia"
"Phytocoris antennalis","Phytocoris antennalis",4,"National Center for Biotechnology Information","393bdb04-4301-5072-b7c1-07928d63a87b","Phytocoris","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Prosorrhyncha|Heteroptera|Euheteroptera|Neoheteroptera|Panheteroptera|Cimicomorpha|Cimicoidea|Miridae|Mirinae|Mirini|Phytocoris","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|clade|suborder|clade|clade|clade|infraorder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33343|33345|33347|33349|33351|33354|33355|30083|173680|236659|237092","237092",0,"2024-01-09T22:14:40Z","6","Could only match genus","1|0|0",0.75,"Phytocoris"
"Phytodietus fumiferanae","Phytodietus fumiferanae",4,"National Center for Biotechnology Information","ca05925f-7b89-5c12-8d44-f5c7055be5f3","Phytodietus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Ichneumonoidea|Ichneumonidae|Tryphoninae|Phytodietini|Phytodietus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7401|7408|65167|231867|495460","495460",0,"2024-01-09T22:25:19Z","6","Could only match genus","1|0|0",0.75,"Phytodietus"
"Phytomyptera leucoptera","Phytomyptera leucoptera",4,"National Center for Biotechnology Information","939e4a66-7989-55d2-b84b-12c4bcc57b16","Phytomyptera","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Calyptratae|Oestroidea|Tachinidae|Tachininae|Siphonini|Phytomyptera","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43742|43755|27474|54288|113240|179785","179785",0,"2024-01-09T22:12:13Z","6","Could only match genus","1|0|0",0.75,"Phytomyptera"
"Phytomyza albiceps","Phytomyza albiceps",4,"National Center for Biotechnology Information","c5b30db4-5473-51b3-b247-c005a6329d24","Phytomyza","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Acalyptratae|Opomyzoidea|Agromyzidae|Phytomyzinae|Phytomyza","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43741|43749|127399|127400|132616","132616",0,"2024-01-09T22:10:12Z","6","Could only match genus","1|0|0",0.75,"Phytomyza"
"Picipes melanopus","Picipes melanopus",4,"National Center for Biotechnology Information","df27dddd-2580-5d29-b005-a25a90dd8fab","Picipes","|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes||Polyporales|Polyporaceae|Picipes","|superkingdom|clade|kingdom|subkingdom|phylum|subphylum|class||order|family|genus","131567|2759|33154|4751|451864|5204|5302|155619|355688|5303|5317|1871912","1871912",0,"2024-01-09T23:14:52Z","6","Could only match genus","1|0|0",0.75,"Picipes"
"Picoides pubescens","Picoides pubescens",4,"National Center for Biotechnology Information","1977c350-06a4-5dcd-81bf-e3f5195bd0ef","Picoides","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Piciformes|Picidae|Picoides","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|class|infraclass|order|family|genus","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|8492|436486|436489|436491|436492|8782|8825|9219|9220|36302","36302",0,"2024-01-09T22:06:00Z","6","Could only match genus","1|0|0",0.75,"Picoides"
"Pidonia sphaericollis","Pidonia sphaericollis",4,"National Center for Biotechnology Information","251779ca-4825-553e-b33c-da32297366fb","Pidonia","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Cerambycidae|Lepturinae|Rhagiini|Pidonia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71528|34667|41155|294823|584603","584603",0,"2024-01-09T22:28:37Z","6","Could only match genus","1|0|0",0.75,"Pidonia"
"Pilaria recondita","Pilaria recondita",4,"National Center for Biotechnology Information","88306c02-7a2f-5fe6-b319-b4e39bd5b3d1","Pilaria","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Tipulomorpha|Tipuloidea|Limoniidae|Limnophilinae|Pilaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43789|41829|43823|700821|700855","700855",0,"2024-01-09T22:32:17Z","6","Could only match genus","1|0|0",0.75,"Pilaria"
"Pilosella glomerata","Pilosella glomerata",4,"National Center for Biotechnology Information","9c02a656-efb6-5840-aee6-c962211e0baa","Pilosella","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Cichorioideae|Cichorieae|Hieraciinae|Pilosella","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|clade|class|clade|clade|clade|clade|clade|clade|order|family|subfamily|tribe|subtribe|genus","131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|219120|219121|745087|122543","122543",0,"2024-01-09T22:09:46Z","6","Could only match genus","1|0|0",0.75,"Pilosella"
"Pinnularia abaujensis","Pinnularia abaujensis",4,"National Center for Biotechnology Information","da5e5d7e-8662-579a-aa0b-ff4ea13979cc","Pinnularia","|Eukaryota|Sar|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Naviculales|Pinnulariaceae|Pinnularia","|superkingdom|clade|clade|clade|phylum|class|clade|order|family|genus","131567|2759|2698737|33634|2696291|2836|33849|33850|38748|216735|216736","216736",0,"2024-01-09T22:13:48Z","6","Could only match genus","1|0|0",0.75,"Pinnularia"
"Pion fucatus","Pion fucatus",4,"National Center for Biotechnology Information","9232fe6f-8928-5310-99ff-4c90f91d188f","Pion","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Ichneumonoidea|Ichneumonidae|Ctenopelmatinae|Pionini|Pion","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7401|7408|65162|231874|65268","65268",0,"2024-01-09T22:07:19Z","6","Could only match genus","1|0|0",0.75,"Pion"
