"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","superkingdom","kingdom","phylum","class","order","family","genus","species"
"SEMOTILUS CORPORALIS","Semotilus corporalis",4,"National Center for Biotechnology Information","bdc69b4a-1331-57cc-bc99-9a34c0895a43","Semotilus corporalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Otomorpha|Ostariophysi|Otophysi|Cypriniphysae|Cypriniformes|Cyprinoidei|Leuciscidae|Plagopterinae|Semotilus|Semotilus corporalis","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|subcohort|clade|superorder|order|suborder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|186634|32519|186626|186627|7952|30727|2743726|2743730|67557|520992","520992",0,"2024-01-09T22:26:16Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Semotilus","Semotilus corporalis"
"Sepedon fuscippennis","Sepedon fuscippennis",4,"National Center for Biotechnology Information","73d4b453-7459-5e4b-8010-72de3b068bea","Sepedon fuscipennis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Acalyptratae|Sciomyzoidea|Sciomyzidae|Sepedon|Sepedon fuscipennis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43741|43750|169447|320954|320956","320956",1,"2024-01-09T22:18:07Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Sciomyzidae","Sepedon","Sepedon fuscipennis"
"Sepedon pusillus","Sepedon pusillus",4,"National Center for Biotechnology Information","cc53656f-df3a-53cd-b7b3-88ac09ec0cfd","Sepedon pusilla","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Acalyptratae|Sciomyzoidea|Sciomyzidae|Sepedon|Sepedon pusilla","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43741|43750|169447|320954|1743453","1743453",2,"2024-01-09T23:09:52Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Sciomyzidae","Sepedon","Sepedon pusilla"
"Sereda lautana","Sereda lautana",4,"National Center for Biotechnology Information","813b7c84-fcdc-56fa-94ad-c16d30e7033a","Sereda tautana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Apoditrysia|Tortricoidea|Tortricidae|Olethreutinae|Grapholitini|Sereda|Sereda tautana","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104430|37568|7139|81687|581387|581601|687061","687061",1,"2024-01-09T22:31:48Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sereda","Sereda tautana"
"Serica atricapilla","Serica atricapilla",4,"National Center for Biotechnology Information","04e1f4a1-473e-5fa9-ad15-ea13804b2784","Serica atracapilla","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Scarabaeiformia|Scarabaeoidea|Scarabaeidae|Sericinae|Serica|Serica atracapilla","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41086|75546|7055|360072|360075|1710790","1710790",1,"2024-01-09T23:08:35Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Serica","Serica atracapilla"
"Setophaga americana","Setophaga americana",4,"National Center for Biotechnology Information","234eadd7-18ea-5cea-b0e1-f9b9b78bb6c3","Setophaga americana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Passeriformes|Passeroidea|Parulidae|Setophaga|Setophaga americana","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|class|infraclass|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|8492|436486|436489|436491|436492|8782|8825|9126|175121|400782|182948|125947","125947",0,"2024-01-09T22:09:51Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga americana"
"Sigara seriata","Sigara seriata",4,"National Center for Biotechnology Information","26b3a65a-8997-59e7-babf-ad9323b902c0","Sigara striata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Prosorrhyncha|Heteroptera|Euheteroptera|Neoheteroptera|Panheteroptera|Nepomorpha|Corixidae|Corixinae|Sigara|Sigara striata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|clade|suborder|clade|clade|clade|infraorder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33343|33345|33347|33349|33351|33352|236405|280168|446485|1249915","1249915",1,"2024-01-09T22:50:19Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara striata"
"Sigara seriata","Sigara seriata",4,"National Center for Biotechnology Information","116807e0-0af2-5814-947a-b385c3c7637e","Sigara scripta","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Prosorrhyncha|Heteroptera|Euheteroptera|Neoheteroptera|Panheteroptera|Nepomorpha|Corixidae|Corixinae|Sigara|Sigara scripta","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|clade|suborder|clade|clade|clade|infraorder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33343|33345|33347|33349|33351|33352|236405|280168|446485|3044296","3044296",2,"2024-01-09T23:59:58Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara scripta"
"Sigmops bathyphilus","Sigmops bathyphilus",4,"National Center for Biotechnology Information","88a80bbe-9271-547a-bf1b-b68bde8b3131","Sigmops bathyphilus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Stomiati|Stomiiformes|Gonostomatidae|Sigmops|Sigmops bathyphilus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|order|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|1489798|48438|48439|505324|721938","721938",0,"2024-01-09T22:32:57Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Sigmops","Sigmops bathyphilus"
"Simenchelys parasiticas","Simenchelys parasiticas",4,"National Center for Biotechnology Information","7b65fca4-f0d2-5fcf-8366-c6aa150eead2","Simenchelys parasitica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Elopocephalai|Elopocephala|Elopomorpha|Anguilliformes|Synaphobranchidae|Simenchelyinae|Simenchelys|Simenchelys parasitica","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade|clade|clade|order|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489340|186624|32521|7933|118152|189491|189492|189493","189493",1,"2024-01-09T22:12:39Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Chordata","Actinopteri","Anguilliformes","Synaphobranchidae","Simenchelys","Simenchelys parasitica"
"Simulium jenningsi","Simulium jenningsi",4,"National Center for Biotechnology Information","48284497-4409-5e10-881f-ecdd1dc9fcee","Simulium jenningsi","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium jenningsi","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47396|357422","357422",0,"2024-01-09T22:19:38Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium jenningsi"
"Simulium penobscotensis","Simulium penobscotensis",4,"National Center for Biotechnology Information","85aae911-f777-566d-8c94-7cc1204d603b","Simulium penobscotense","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium penobscotense","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47396|1028777","1028777",2,"2024-01-09T22:41:56Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium penobscotense"
"Simulium tuberosum","Simulium tuberosum",4,"National Center for Biotechnology Information","cbb4fd3a-ba3d-5469-93f4-9b74123c3f2a","Simulium tuberosum","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|357430","357430",0,"2024-01-09T22:19:38Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","562a50ea-e2f5-5e4d-a660-3cdc9d29d5eb","Simulium tuberosum complex sp. JMR-2009","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|627596","627596",0,"2024-01-09T22:29:39Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","56bba8c4-29b9-5a38-ad96-530bcc6e1312","Simulium tuberosum complex sp. BOLD-2016","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|1890524","1890524",0,"2024-01-09T23:15:40Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","cff18637-ae8e-54f1-8064-1791a51957f4","Simulium tuberosum complex sp. BBDCM292-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340426","2340426",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","e06b79f2-84d3-51e7-9d0d-9481394992a0","Simulium tuberosum complex sp. BBDED860-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340427","2340427",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","8cde734b-f31b-5909-8e0f-e0a0dd87c636","Simulium tuberosum complex sp. JWDCA052-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340428","2340428",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","4d53a335-7976-558a-9d65-87d9f91c903b","Simulium tuberosum complex sp. JWDCA120-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340429","2340429",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","3b63c6a9-e56d-5ac3-82b4-df0f415d3eac","Simulium tuberosum complex sp. JWDCA125-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340430","2340430",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","28a05849-6e69-560a-a7f2-bd90c4d92aee","Simulium tuberosum complex sp. JWDCA127-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340431","2340431",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","06f205d1-e7a9-57a9-9481-b73b02ebbbab","Simulium tuberosum complex sp. JWDCA129-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340432","2340432",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","6b13a26c-03dd-5fa6-8e78-c014da843ff0","Simulium tuberosum complex sp. JWDCA590-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340433","2340433",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","8dd212f8-7e6b-55de-8b26-fb33f16fb27e","Simulium tuberosum complex sp. JWDCB249-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340434","2340434",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
